	HAU.prot	JGIv1.prot	JGIv2.prot
OG0037683	Ghir_A01G012280.1		
OG0037684	Ghir_A01G012280.2		
OG0037685	Ghir_A01G012280.3		
OG0037686	Ghir_A01G012280.4		
OG0037687	Ghir_A01G012280.5		
OG0037688	Ghir_A01G012330.1		
OG0037689	Ghir_A01G012350.1		
OG0037690	Ghir_A01G012390.1		
OG0037691	Ghir_A01G012400.1		
OG0037692	Ghir_A01G012430.2		
OG0037693	Ghir_A01G012430.1		
OG0037694	Ghir_A01G012440.1		
OG0037695	Ghir_A01G012450.1		
OG0037696	Ghir_A01G012470.1		
OG0037697	Ghir_A01G012500.3		
OG0037698	Ghir_A01G012500.4		
OG0037699	Ghir_A01G012530.2		
OG0037700	Ghir_A01G012540.2		
OG0037701	Ghir_A01G012540.1		
OG0037702	Ghir_A01G012550.1		
OG0037703	Ghir_A01G012560.2		
OG0037704	Ghir_A01G012560.1		
OG0037705	Ghir_A01G012630.1		
OG0037706	Ghir_A01G012640.1		
OG0037707	Ghir_A01G012650.1		
OG0037708	Ghir_A01G012650.2		
OG0037709	Ghir_A01G012670.3		
OG0037710	Ghir_A01G012680.1		
OG0037711	Ghir_A01G012690.1		
OG0037712	Ghir_A01G012700.1		
OG0037713	Ghir_A01G012740.3		
OG0037714	Ghir_A01G012740.1		
OG0037715	Ghir_A01G012740.2		
OG0037716	Ghir_A01G012770.2		
OG0037717	Ghir_A01G012810.1		
OG0037718	Ghir_A01G012840.3		
OG0037719	Ghir_A01G012840.4		
OG0037720	Ghir_A01G012840.2		
OG0037721	Ghir_A01G012880.1		
OG0037722	Ghir_A01G012960.1		
OG0037723	Ghir_A01G012970.2		
OG0037724	Ghir_A01G012970.1		
OG0037725	Ghir_A01G012980.3		
OG0037726	Ghir_A01G012980.4		
OG0037727	Ghir_A01G012990.2		
OG0037728	Ghir_A01G013010.1		
OG0037729	Ghir_A01G013020.1		
OG0037730	Ghir_A01G013030.1		
OG0037731	Ghir_A01G013040.1		
OG0037732	Ghir_A01G013100.1		
OG0037733	Ghir_A01G013110.1		
OG0037734	Ghir_A01G013160.1		
OG0037735	Ghir_A01G013170.1		
OG0037736	Ghir_A01G013210.1		
OG0037737	Ghir_A01G013220.2		
OG0037738	Ghir_A01G013240.1		
OG0037739	Ghir_A01G013240.3		
OG0037740	Ghir_A01G013240.4		
OG0037741	Ghir_A01G013240.5		
OG0037742	Ghir_A01G013250.1		
OG0037743	Ghir_A01G013250.3		
OG0037744	Ghir_A01G013280.1		
OG0037745	Ghir_A01G013280.10		
OG0037746	Ghir_A01G013280.11		
OG0037747	Ghir_A01G013280.3		
OG0037748	Ghir_A01G013280.5		
OG0037749	Ghir_A01G013280.7		
OG0037750	Ghir_A01G013280.8		
OG0037751	Ghir_A01G013280.12		
OG0037752	Ghir_A01G013300.3		
OG0037753	Ghir_A01G013360.2		
OG0037754	Ghir_A01G013360.4		
OG0037755	Ghir_A01G013360.5		
OG0037756	Ghir_A01G013360.6		
OG0037757	Ghir_A01G013360.7		
OG0037758	Ghir_A01G013370.2		
OG0037759	Ghir_A01G013420.1		
OG0037760	Ghir_A01G013440.1		
OG0037761	Ghir_A01G013460.2		
OG0037762	Ghir_A01G013460.3		
OG0037763	Ghir_A01G013460.4		
OG0037764	Ghir_A01G013470.1		
OG0037765	Ghir_A01G013480.1		
OG0037766	Ghir_A01G013510.3		
OG0037767	Ghir_A01G013510.2		
OG0037768	Ghir_A01G013510.5		
OG0037769	Ghir_A01G013530.1		
OG0037770	Ghir_A01G013540.1		
OG0037771	Ghir_A01G013550.1		
OG0037772	Ghir_A01G013550.2		
OG0037773	Ghir_A01G013620.1		
OG0037774	Ghir_A01G013630.2		
OG0037775	Ghir_A01G013640.1		
OG0037776	Ghir_A01G013640.2		
OG0037777	Ghir_A01G013640.3		
OG0037778	Ghir_A01G013640.4		
OG0037779	Ghir_A01G013660.1		
OG0037780	Ghir_A01G013700.1		
OG0037781	Ghir_A01G013710.1		
OG0037782	Ghir_A01G013750.2		
OG0037783	Ghir_A01G013760.4		
OG0037784	Ghir_A01G013760.5		
OG0037785	Ghir_A01G013760.3		
OG0037786	Ghir_A01G013760.1		
OG0037787	Ghir_A01G013760.2		
OG0037788	Ghir_A01G013800.1		
OG0037789	Ghir_A01G013830.3		
OG0037790	Ghir_A01G013830.4		
OG0037791	Ghir_A01G013830.5		
OG0037792	Ghir_A01G013830.6		
OG0037793	Ghir_A01G013840.1		
OG0037794	Ghir_A01G013900.1		
OG0037795	Ghir_A01G013920.1		
OG0037796	Ghir_A01G013930.2		
OG0037797	Ghir_A01G013940.1		
OG0037798	Ghir_A01G013970.1		
OG0037799	Ghir_A01G013980.1		
OG0037800	Ghir_A01G013990.2		
OG0037801	Ghir_A01G014030.4		
OG0037802	Ghir_A01G014030.2		
OG0037803	Ghir_A01G014040.1		
OG0037804	Ghir_A01G014050.1		
OG0037805	Ghir_A01G014070.1		
OG0037806	Ghir_A01G014080.1		
OG0037807	Ghir_A01G014130.2		
OG0037808	Ghir_A01G014130.3		
OG0037809	Ghir_A01G014220.5		
OG0037810	Ghir_A01G014220.2		
OG0037811	Ghir_A01G014220.3		
OG0037812	Ghir_A01G014230.1		
OG0037813	Ghir_A01G014240.2		
OG0037814	Ghir_A01G014250.1		
OG0037815	Ghir_A01G014280.1		
OG0037816	Ghir_A01G014280.2		
OG0037817	Ghir_A01G014290.2		
OG0037818	Ghir_A01G014300.1		
OG0037819	Ghir_A01G014310.5		
OG0037820	Ghir_A01G014320.1		
OG0037821	Ghir_A01G014330.1		
OG0037822	Ghir_A01G014360.1		
OG0037823	Ghir_A01G014360.2		
OG0037824	Ghir_A01G014360.3		
OG0037825	Ghir_A01G014380.1		
OG0037826	Ghir_A01G014390.1		
OG0037827	Ghir_A01G014390.3		
OG0037828	Ghir_A01G014390.4		
OG0037829	Ghir_A01G014410.1		
OG0037830	Ghir_A01G014450.1		
OG0037831	Ghir_A01G014510.1		
OG0037832	Ghir_A01G014540.1		
OG0037833	Ghir_A01G014570.1		
OG0037834	Ghir_A01G014580.1		
OG0037835	Ghir_A01G014650.1		
OG0037836	Ghir_A01G014660.1		
OG0037837	Ghir_A01G014690.1		
OG0037838	Ghir_A01G014700.1		
OG0037839	Ghir_A01G014710.2		
OG0037840	Ghir_A01G014710.3		
OG0037841	Ghir_A01G014740.4		
OG0037842	Ghir_A01G014740.2		
OG0037843	Ghir_A01G014750.7		
OG0037844	Ghir_A01G014750.4		
OG0037845	Ghir_A01G014750.5		
OG0037846	Ghir_A01G014750.6		
OG0037847	Ghir_A01G014750.1		
OG0037848	Ghir_A01G014750.2		
OG0037849	Ghir_A01G014760.1		
OG0037850	Ghir_A01G014780.2		
OG0037851	Ghir_A01G014780.3		
OG0037852	Ghir_A01G014790.1		
OG0037853	Ghir_A01G014790.2		
OG0037854	Ghir_A01G014830.3		
OG0037855	Ghir_A01G014840.3		
OG0037856	Ghir_A01G014840.4		
OG0037857	Ghir_A01G014860.2		
OG0037858	Ghir_A01G014870.2		
OG0037859	Ghir_A01G014890.2		
OG0037860	Ghir_A01G014920.1		
OG0037861	Ghir_A01G014930.1		
OG0037862	Ghir_A01G014940.2		
OG0037863	Ghir_A01G014940.3		
OG0037864	Ghir_A01G014950.3		
OG0037865	Ghir_A01G014950.4		
OG0037866	Ghir_A01G014950.5		
OG0037867	Ghir_A01G014950.1		
OG0037868	Ghir_A01G014950.7		
OG0037869	Ghir_A01G014950.8		
OG0037870	Ghir_A01G014950.9		
OG0037871	Ghir_A01G014950.10		
OG0037872	Ghir_A01G014950.11		
OG0037873	Ghir_A01G014950.12		
OG0037874	Ghir_A01G014950.13		
OG0037875	Ghir_A01G014970.1		
OG0037876	Ghir_A01G014970.3		
OG0037877	Ghir_A01G014980.2		
OG0037878	Ghir_A01G014990.1		
OG0037879	Ghir_A01G015060.2		
OG0037880	Ghir_A01G015090.2		
OG0037881	Ghir_A01G015100.1		
OG0037882	Ghir_A01G015120.1		
OG0037883	Ghir_A01G015130.2		
OG0037884	Ghir_A01G015150.3		
OG0037885	Ghir_A01G015160.2		
OG0037886	Ghir_A01G015210.2		
OG0037887	Ghir_A01G015210.3		
OG0037888	Ghir_A01G015240.1		
OG0037889	Ghir_A01G015270.3		
OG0037890	Ghir_A01G015270.4		
OG0037891	Ghir_A01G015290.1		
OG0037892	Ghir_A01G015290.2		
OG0037893	Ghir_A01G015300.1		
OG0037894	Ghir_A01G015320.2		
OG0037895	Ghir_A01G015320.3		
OG0037896	Ghir_A01G015320.4		
OG0037897	Ghir_A01G015380.2		
OG0037898	Ghir_A01G015380.3		
OG0037899	Ghir_A01G015430.1		
OG0037900	Ghir_A01G015440.1		
OG0037901	Ghir_A01G015490.2		
OG0037902	Ghir_A01G015500.2		
OG0037903	Ghir_A01G015530.1		
OG0037904	Ghir_A01G015540.3		
OG0037905	Ghir_A01G015600.1		
OG0037906	Ghir_A01G015600.2		
OG0037907	Ghir_A01G015600.3		
OG0037908	Ghir_A01G015630.3		
OG0037909	Ghir_A01G015630.4		
OG0037910	Ghir_A01G015670.2		
OG0037911	Ghir_A01G015670.1		
OG0037912	Ghir_A01G015680.1		
OG0037913	Ghir_A01G015690.1		
OG0037914	Ghir_A01G015720.1		
OG0037915	Ghir_A01G015730.1		
OG0037916	Ghir_A01G015750.1		
OG0037917	Ghir_A01G015760.1		
OG0037918	Ghir_A01G015770.1		
OG0037919	Ghir_A01G015780.1		
OG0037920	Ghir_A01G015790.1		
OG0037921	Ghir_A01G015860.1		
OG0037922	Ghir_A01G015900.1		
OG0037923	Ghir_A01G015920.2		
OG0037924	Ghir_A01G015950.1		
OG0037925	Ghir_A01G015970.2		
OG0037926	Ghir_A01G015990.1		
OG0037927	Ghir_A01G016050.1		
OG0037928	Ghir_A01G016060.1		
OG0037929	Ghir_A01G016090.2		
OG0037930	Ghir_A01G016090.4		
OG0037931	Ghir_A01G016100.9		
OG0037932	Ghir_A01G016100.2		
OG0037933	Ghir_A01G016100.4		
OG0037934	Ghir_A01G016100.5		
OG0037935	Ghir_A01G016100.6		
OG0037936	Ghir_A01G016220.2		
OG0037937	Ghir_A01G016230.1		
OG0037938	Ghir_A01G016240.1		
OG0037939	Ghir_A01G016250.1		
OG0037940	Ghir_A01G016320.1		
OG0037941	Ghir_A01G016350.2		
OG0037942	Ghir_A01G016350.3		
OG0037943	Ghir_A01G016360.2		
OG0037944	Ghir_A01G016360.5		
OG0037945	Ghir_A01G016440.1		
OG0037946	Ghir_A01G016470.2		
OG0037947	Ghir_A01G016490.2		
OG0037948	Ghir_A01G016520.1		
OG0037949	Ghir_A01G016530.1		
OG0037950	Ghir_A01G016530.2		
OG0037951	Ghir_A01G016530.3		
OG0037952	Ghir_A01G016530.4		
OG0037953	Ghir_A01G016560.1		
OG0037954	Ghir_A01G016600.1		
OG0037955	Ghir_A01G016630.1		
OG0037956	Ghir_A01G016630.3		
OG0037957	Ghir_A01G016640.2		
OG0037958	Ghir_A01G016650.2		
OG0037959	Ghir_A01G016670.2		
OG0037960	Ghir_A01G016690.2		
OG0037961	Ghir_A01G016690.6		
OG0037962	Ghir_A01G016690.5		
OG0037963	Ghir_A01G016710.1		
OG0037964	Ghir_A01G016710.3		
OG0037965	Ghir_A01G016710.8		
OG0037966	Ghir_A01G016710.4		
OG0037967	Ghir_A01G016710.5		
OG0037968	Ghir_A01G016710.6		
OG0037969	Ghir_A01G016720.1		
OG0037970	Ghir_A01G016720.2		
OG0037971	Ghir_A01G016740.2		
OG0037972	Ghir_A01G016750.7		
OG0037973	Ghir_A01G016750.3		
OG0037974	Ghir_A01G016750.4		
OG0037975	Ghir_A01G016750.5		
OG0037976	Ghir_A01G016750.6		
OG0037977	Ghir_A01G016760.1		
OG0037978	Ghir_A01G016800.1		
OG0037979	Ghir_A01G016800.2		
OG0037980	Ghir_A01G016800.3		
OG0037981	Ghir_A01G016820.2		
OG0037982	Ghir_A01G016820.3		
OG0037983	Ghir_A01G016870.3		
OG0037984	Ghir_A01G016870.1		
OG0037985	Ghir_A01G016870.2		
OG0037986	Ghir_A01G016900.2		
OG0037987	Ghir_A01G016900.3		
OG0037988	Ghir_A01G016910.2		
OG0037989	Ghir_A01G016920.1		
OG0037990	Ghir_A01G017030.1		
OG0037991	Ghir_A01G017040.2		
OG0037992	Ghir_A01G017050.1		
OG0037993	Ghir_A01G017100.1		
OG0037994	Ghir_A01G017110.1		
OG0037995	Ghir_A01G017120.2		
OG0037996	Ghir_A01G017150.2		
OG0037997	Ghir_A01G017150.5		
OG0037998	Ghir_A01G017160.1		
OG0037999	Ghir_A01G017170.1		
OG0038000	Ghir_A01G017180.2		
OG0038001	Ghir_A01G017210.1		
OG0038002	Ghir_A01G017220.2		
OG0038003	Ghir_A01G017230.1		
OG0038004	Ghir_A01G017240.3		
OG0038005	Ghir_A01G017250.1		
OG0038006	Ghir_A01G017270.1		
OG0038007	Ghir_A01G017280.5		
OG0038008	Ghir_A01G017280.4		
OG0038009	Ghir_A01G017280.3		
OG0038010	Ghir_A01G017280.1		
OG0038011	Ghir_A01G017280.2		
OG0038012	Ghir_A01G017370.2		
OG0038013	Ghir_A01G017370.3		
OG0038014	Ghir_A01G017370.5		
OG0038015	Ghir_A01G017420.2		
OG0038016	Ghir_A01G017470.1		
OG0038017	Ghir_A01G017470.2		
OG0038018	Ghir_A01G017500.2		
OG0038019	Ghir_A01G017500.3		
OG0038020	Ghir_A01G017500.4		
OG0038021	Ghir_A01G017530.1		
OG0038022	Ghir_A01G017620.1		
OG0038023	Ghir_A01G017640.1		
OG0038024	Ghir_A01G017680.2		
OG0038025	Ghir_A01G017680.3		
OG0038026	Ghir_A01G017680.4		
OG0038027	Ghir_A01G017680.5		
OG0038028	Ghir_A01G017690.1		
OG0038029	Ghir_A01G017690.2		
OG0038030	Ghir_A01G017690.4		
OG0038031	Ghir_A01G017690.5		
OG0038032	Ghir_A01G017710.1		
OG0038033	Ghir_A01G017720.5		
OG0038034	Ghir_A01G017720.7		
OG0038035	Ghir_A01G017720.8		
OG0038036	Ghir_A01G017740.2		
OG0038037	Ghir_A01G017740.3		
OG0038038	Ghir_A01G017760.1		
OG0038039	Ghir_A01G017790.1		
OG0038040	Ghir_A01G017800.1		
OG0038041	Ghir_A01G017810.1		
OG0038042	Ghir_A01G017820.1		
OG0038043	Ghir_A01G017830.3		
OG0038044	Ghir_A01G017830.4		
OG0038045	Ghir_A01G017840.4		
OG0038046	Ghir_A01G017880.2		
OG0038047	Ghir_A01G017930.2		
OG0038048	Ghir_A01G017930.3		
OG0038049	Ghir_A01G017940.1		
OG0038050	Ghir_A01G017970.1		
OG0038051	Ghir_A01G017980.1		
OG0038052	Ghir_A01G018020.1		
OG0038053	Ghir_A01G018030.2		
OG0038054	Ghir_A01G018030.3		
OG0038055	Ghir_A01G018050.1		
OG0038056	Ghir_A01G018120.3		
OG0038057	Ghir_A01G018130.1		
OG0038058	Ghir_A01G018150.1		
OG0038059	Ghir_A01G018170.4		
OG0038060	Ghir_A01G018180.2		
OG0038061	Ghir_A01G018180.3		
OG0038062	Ghir_A01G018240.1		
OG0038063	Ghir_A01G018270.1		
OG0038064	Ghir_A01G018270.2		
OG0038065	Ghir_A01G018300.1		
OG0038066	Ghir_A01G018300.2		
OG0038067	Ghir_A01G018300.4		
OG0038068	Ghir_A01G018340.1		
OG0038069	Ghir_A01G018340.2		
OG0038070	Ghir_A01G018400.2		
OG0038071	Ghir_A01G018400.3		
OG0038072	Ghir_A01G018400.4		
OG0038073	Ghir_A01G018420.1		
OG0038074	Ghir_A01G018450.1		
OG0038075	Ghir_A01G018470.1		
OG0038076	Ghir_A01G018510.1		
OG0038077	Ghir_A01G018590.1		
OG0038078	Ghir_A01G018620.7		
OG0038079	Ghir_A01G018630.1		
OG0038080	Ghir_A01G018630.2		
OG0038081	Ghir_A01G018640.1		
OG0038082	Ghir_A01G018650.1		
OG0038083	Ghir_A01G018660.2		
OG0038084	Ghir_A01G018700.1		
OG0038085	Ghir_A01G018710.1		
OG0038086	Ghir_A01G018720.1		
OG0038087	Ghir_A01G018720.2		
OG0038088	Ghir_A01G018720.3		
OG0038089	Ghir_A01G018720.4		
OG0038090	Ghir_A01G018740.4		
OG0038091	Ghir_A01G018780.1		
OG0038092	Ghir_A01G018790.2		
OG0038093	Ghir_A01G018810.1		
OG0038094	Ghir_A01G018810.2		
OG0038095	Ghir_A01G018850.3		
OG0038096	Ghir_A01G018850.4		
OG0038097	Ghir_A01G018870.2		
OG0038098	Ghir_A01G018890.1		
OG0038099	Ghir_A01G018910.2		
OG0038100	Ghir_A01G018930.2		
OG0038101	Ghir_A01G018930.3		
OG0038102	Ghir_A01G018930.1		
OG0038103	Ghir_A01G019000.3		
OG0038104	Ghir_A01G019010.3		
OG0038105	Ghir_A01G019010.4		
OG0038106	Ghir_A01G019010.5		
OG0038107	Ghir_A01G019100.1		
OG0038108	Ghir_A01G019190.2		
OG0038109	Ghir_A01G019240.2		
OG0038110	Ghir_A01G019310.1		
OG0038111	Ghir_A01G019350.2		
OG0038112	Ghir_A01G019360.3		
OG0038113	Ghir_A01G019370.2		
OG0038114	Ghir_A01G019380.1		
OG0038115	Ghir_A01G019420.1		
OG0038116	Ghir_A01G019440.1		
OG0038117	Ghir_A01G019490.1		
OG0038118	Ghir_A01G019510.1		
OG0038119	Ghir_A01G019540.1		
OG0038120	Ghir_A01G019590.1		
OG0038121	Ghir_A01G019600.1		
OG0038122	Ghir_A01G019660.1		
OG0038123	Ghir_A01G019670.1		
OG0038124	Ghir_A01G019700.1		
OG0038125	Ghir_A01G019790.2		
OG0038126	Ghir_A01G019840.2		
OG0038127	Ghir_A01G019860.2		
OG0038128	Ghir_A01G019890.3		
OG0038129	Ghir_A01G019890.2		
OG0038130	Ghir_A01G019950.2		
OG0038131	Ghir_A01G019990.1		
OG0038132	Ghir_A01G019990.2		
OG0038133	Ghir_A01G020000.1		
OG0038134	Ghir_A01G020030.1		
OG0038135	Ghir_A01G020040.1		
OG0038136	Ghir_A01G020070.1		
OG0038137	Ghir_A01G020080.2		
OG0038138	Ghir_A01G020080.3		
OG0038139	Ghir_A01G020080.5		
OG0038140	Ghir_A01G020080.6		
OG0038141	Ghir_A01G020080.7		
OG0038142	Ghir_A01G020090.2		
OG0038143	Ghir_A01G020190.1		
OG0038144	Ghir_A01G020250.2		
OG0038145	Ghir_A01G020260.1		
OG0038146	Ghir_A01G020330.2		
OG0038147	Ghir_A01G020340.1		
OG0038148	Ghir_A01G020350.1		
OG0038149	Ghir_A01G020380.2		
OG0038150	Ghir_A01G020380.3		
OG0038151	Ghir_A01G020380.4		
OG0038152	Ghir_A01G020430.1		
OG0038153	Ghir_A01G020430.3		
OG0038154	Ghir_A01G020500.1		
OG0038155	Ghir_A01G020550.12		
OG0038156	Ghir_A01G020550.5		
OG0038157	Ghir_A01G020550.6		
OG0038158	Ghir_A01G020550.7		
OG0038159	Ghir_A01G020550.8		
OG0038160	Ghir_A01G020550.9		
OG0038161	Ghir_A01G020560.2		
OG0038162	Ghir_A01G020590.2		
OG0038163	Ghir_A01G020590.3		
OG0038164	Ghir_A01G020630.1		
OG0038165	Ghir_A01G020680.1		
OG0038166	Ghir_A01G020740.2		
OG0038167	Ghir_A01G020750.2		
OG0038168	Ghir_A01G020750.3		
OG0038169	Ghir_A01G020750.4		
OG0038170	Ghir_A01G020750.5		
OG0038171	Ghir_A01G020860.1		
OG0038172	Ghir_A01G020880.2		
OG0038173	Ghir_A01G020910.2		
OG0038174	Ghir_A01G020920.2		
OG0038175	Ghir_A01G020920.1		
OG0038176	Ghir_A01G020930.1		
OG0038177	Ghir_A01G020950.1		
OG0038178	Ghir_A01G020970.1		
OG0038179	Ghir_A01G021040.2		
OG0038180	Ghir_A01G021040.3		
OG0038181	Ghir_A01G021090.1		
OG0038182	Ghir_A01G021110.1		
OG0038183	Ghir_A01G021150.2		
OG0038184	Ghir_A01G021160.2		
OG0038185	Ghir_A01G021160.4		
OG0038186	Ghir_A01G021210.1		
OG0038187	Ghir_A01G021220.1		
OG0038188	Ghir_A01G021270.1		
OG0038189	Ghir_A01G021280.1		
OG0038190	Ghir_A01G021290.1		
OG0038191	Ghir_A01G021300.2		
OG0038192	Ghir_A01G021320.1		
OG0038193	Ghir_A01G021330.1		
OG0038194	Ghir_A01G021350.1		
OG0038195	Ghir_A01G021360.1		
OG0038196	Ghir_A01G021390.1		
OG0038197	Ghir_A01G021420.1		
OG0038198	Ghir_A01G021440.1		
OG0038199	Ghir_A01G021450.1		
OG0038200	Ghir_A01G021530.3		
OG0038201	Ghir_A01G021530.2		
OG0038202	Ghir_A01G021560.1		
OG0038203	Ghir_A01G021560.3		
OG0038204	Ghir_A01G021560.4		
OG0038205	Ghir_A01G021570.4		
OG0038206	Ghir_A01G021570.5		
OG0038207	Ghir_A01G021570.6		
OG0038208	Ghir_A01G021570.9		
OG0038209	Ghir_A01G021590.1		
OG0038210	Ghir_A01G021590.2		
OG0038211	Ghir_A01G021590.3		
OG0038212	Ghir_A01G021640.1		
OG0038213	Ghir_A01G021760.1		
OG0038214	Ghir_A01G021770.1		
OG0038215	Ghir_A01G021790.2		
OG0038216	Ghir_A01G021790.3		
OG0038217	Ghir_A01G021810.1		
OG0038218	Ghir_A01G021860.1		
OG0038219	Ghir_A01G021890.1		
OG0038220	Ghir_A01G021900.2		
OG0038221	Ghir_A01G021900.3		
OG0038222	Ghir_A01G021900.4		
OG0038223	Ghir_A01G021940.1		
OG0038224	Ghir_A01G021990.2		
OG0038225	Ghir_A01G021990.3		
OG0038226	Ghir_A01G021990.4		
OG0038227	Ghir_A01G022010.1		
OG0038228	Ghir_A01G022040.3		
OG0038229	Ghir_A01G022040.4		
OG0038230	Ghir_A01G022060.1		
OG0038231	Ghir_A01G022070.2		
OG0038232	Ghir_A01G022090.1		
OG0038233	Ghir_A01G022110.2		
OG0038234	Ghir_A01G022120.1		
OG0038235	Ghir_A01G022130.1		
OG0038236	Ghir_A01G022160.1		
OG0038237	Ghir_A01G022170.2		
OG0038238	Ghir_A01G022170.3		
OG0038239	Ghir_A01G022190.1		
OG0038240	Ghir_A01G022200.5		
OG0038241	Ghir_A01G022200.6		
OG0038242	Ghir_A01G022200.2		
OG0038243	Ghir_A01G022200.3		
OG0038244	Ghir_A01G022200.4		
OG0038245	Ghir_A01G022200.7		
OG0038246	Ghir_A01G022220.5		
OG0038247	Ghir_A01G022270.2		
OG0038248	Ghir_A01G022290.1		
OG0038249	Ghir_A01G022320.2		
OG0038250	Ghir_A01G022360.2		
OG0038251	Ghir_A01G022360.3		
OG0038252	Ghir_A01G022370.2		
OG0038253	Ghir_A01G022410.1		
OG0038254	Ghir_A01G022480.1		
OG0038255	Ghir_A02G000010.1		
OG0038256	Ghir_A02G000060.2		
OG0038257	Ghir_A02G000070.1		
OG0038258	Ghir_A02G000080.1		
OG0038259	Ghir_A02G000090.1		
OG0038260	Ghir_A02G000130.1		
OG0038261	Ghir_A02G000160.1		
OG0038262	Ghir_A02G000170.3		
OG0038263	Ghir_A02G000190.1		
OG0038264	Ghir_A02G000230.2		
OG0038265	Ghir_A02G000230.3		
OG0038266	Ghir_A02G000230.4		
OG0038267	Ghir_A02G000230.5		
OG0038268	Ghir_A02G000230.6		
OG0038269	Ghir_A02G000240.2		
OG0038270	Ghir_A02G000260.2		
OG0038271	Ghir_A02G000280.2		
OG0038272	Ghir_A02G000300.2		
OG0038273	Ghir_A02G000390.5		
OG0038274	Ghir_A02G000390.6		
OG0038275	Ghir_A02G000400.1		
OG0038276	Ghir_A02G000450.1		
OG0038277	Ghir_A02G000460.1		
OG0038278	Ghir_A02G000480.1		
OG0038279	Ghir_A02G000540.1		
OG0038280	Ghir_A02G000550.1		
OG0038281	Ghir_A02G000570.3		
OG0038282	Ghir_A02G000580.2		
OG0038283	Ghir_A02G000610.1		
OG0038284	Ghir_A02G000620.1		
OG0038285	Ghir_A02G000660.1		
OG0038286	Ghir_A02G000790.1		
OG0038287	Ghir_A02G000800.1		
OG0038288	Ghir_A02G000860.1		
OG0038289	Ghir_A02G000900.1		
OG0038290	Ghir_A02G000920.1		
OG0038291	Ghir_A02G000950.1		
OG0038292	Ghir_A02G000970.1		
OG0038293	Ghir_A02G001020.1		
OG0038294	Ghir_A02G001040.1		
OG0038295	Ghir_A02G001050.1		
OG0038296	Ghir_A02G001090.1		
OG0038297	Ghir_A02G001100.1		
OG0038298	Ghir_A02G001130.5		
OG0038299	Ghir_A02G001130.4		
OG0038300	Ghir_A02G001130.2		
OG0038301	Ghir_A02G001130.3		
OG0038302	Ghir_A02G001140.2		
OG0038303	Ghir_A02G001140.3		
OG0038304	Ghir_A02G001170.1		
OG0038305	Ghir_A02G001170.2		
OG0038306	Ghir_A02G001170.4		
OG0038307	Ghir_A02G001170.5		
OG0038308	Ghir_A02G001170.6		
OG0038309	Ghir_A02G001210.3		
OG0038310	Ghir_A02G001220.1		
OG0038311	Ghir_A02G001230.1		
OG0038312	Ghir_A02G001230.2		
OG0038313	Ghir_A02G001300.2		
OG0038314	Ghir_A02G001300.3		
OG0038315	Ghir_A02G001320.1		
OG0038316	Ghir_A02G001320.2		
OG0038317	Ghir_A02G001320.4		
OG0038318	Ghir_A02G001340.1		
OG0038319	Ghir_A02G001340.3		
OG0038320	Ghir_A02G001360.1		
OG0038321	Ghir_A02G001420.1		
OG0038322	Ghir_A02G001430.1		
OG0038323	Ghir_A02G001530.1		
OG0038324	Ghir_A02G001540.2		
OG0038325	Ghir_A02G001560.1		
OG0038326	Ghir_A02G001630.1		
OG0038327	Ghir_A02G001680.2		
OG0038328	Ghir_A02G001690.1		
OG0038329	Ghir_A02G001700.1		
OG0038330	Ghir_A02G001710.1		
OG0038331	Ghir_A02G001720.1		
OG0038332	Ghir_A02G001730.1		
OG0038333	Ghir_A02G001730.2		
OG0038334	Ghir_A02G001730.3		
OG0038335	Ghir_A02G001740.2		
OG0038336	Ghir_A02G001760.1		
OG0038337	Ghir_A02G001760.2		
OG0038338	Ghir_A02G001760.3		
OG0038339	Ghir_A02G001760.4		
OG0038340	Ghir_A02G001800.1		
OG0038341	Ghir_A02G001810.1		
OG0038342	Ghir_A02G001820.1		
OG0038343	Ghir_A02G001840.1		
OG0038344	Ghir_A02G001880.2		
OG0038345	Ghir_A02G001900.1		
OG0038346	Ghir_A02G001920.1		
OG0038347	Ghir_A02G001930.1		
OG0038348	Ghir_A02G001950.1		
OG0038349	Ghir_A02G001960.1		
OG0038350	Ghir_A02G002000.1		
OG0038351	Ghir_A02G002040.1		
OG0038352	Ghir_A02G002100.1		
OG0038353	Ghir_A02G002130.1		
OG0038354	Ghir_A02G002130.2		
OG0038355	Ghir_A02G002130.3		
OG0038356	Ghir_A02G002130.4		
OG0038357	Ghir_A02G002210.3		
OG0038358	Ghir_A02G002210.4		
OG0038359	Ghir_A02G002210.5		
OG0038360	Ghir_A02G002250.1		
OG0038361	Ghir_A02G002260.1		
OG0038362	Ghir_A02G002340.1		
OG0038363	Ghir_A02G002350.1		
OG0038364	Ghir_A02G002390.2		
OG0038365	Ghir_A02G002400.1		
OG0038366	Ghir_A02G002420.2		
OG0038367	Ghir_A02G002470.2		
OG0038368	Ghir_A02G002480.2		
OG0038369	Ghir_A02G002490.4		
OG0038370	Ghir_A02G002490.9		
OG0038371	Ghir_A02G002500.1		
OG0038372	Ghir_A02G002530.2		
OG0038373	Ghir_A02G002530.3		
OG0038374	Ghir_A02G002530.4		
OG0038375	Ghir_A02G002570.2		
OG0038376	Ghir_A02G002570.3		
OG0038377	Ghir_A02G002590.1		
OG0038378	Ghir_A02G002690.1		
OG0038379	Ghir_A02G002760.4		
OG0038380	Ghir_A02G002780.1		
